ScientificName,ScientificNamePopID,Family,CommonName,SerenaOrSarah,TeleostOrElasmo,MROriginLocation,RawMetabolicRate,MRRawDataOrMean,SampleSize,RawMetabolicRateUnits,RawMetabolicRateCitation,BodyMass,MassRawDataOrMean,BodyMassUnits,Temperature,TemperatureUnits,FactorialAerobicScope,binTemp
Limanda limanda,Limanda limanda,Pleuronectidae,Common dab,Sarah,Teleost,"Aberdeen, Scotland",92.14,Mean,4,mg O2 kg^-1 h^-1 ,"Duthie, G. G. (1982) The respiratory metabolism of temperature-adapted flatfish at rest and during swimming activity and the use of anaerobic metabolism at moderate swimming speeds. Journal of Experimental Biology 97, 359-373. ",399.9,Mean,g,5,ËšC,7.24,NA
Limanda limanda,Limanda limanda,Pleuronectidae,Common dab,Sarah,Teleost,"Aberdeen, Scotland",123.71,Mean,1,mg O2 kg^-1 h^-1 ,"Duthie, G. G. (1982) The respiratory metabolism of temperature-adapted flatfish at rest and during swimming activity and the use of anaerobic metabolism at moderate swimming speeds. Journal of Experimental Biology 97, 359-373. ",236.2,Raw,g,10,ËšC,5.3,NA
Limanda limanda,Limanda limanda,Pleuronectidae,Common dab,Sarah,Teleost,"Aberdeen, Scotland",129.55,Mean,4,mg O2 kg^-1 h^-1 ,"Duthie, G. G. (1982) The respiratory metabolism of temperature-adapted flatfish at rest and during swimming activity and the use of anaerobic metabolism at moderate swimming speeds. Journal of Experimental Biology 97, 359-373. ",395.8,Mean,g,15,ËšC,3.1,NA
Microstomus kitt,Microstomus kitt,Pleuronectidae,Lemon sole,Sarah,Teleost,"Aberdeen, Scotland",79.38,Mean,4,mg O2 kg^-1 h^-1 ,"Duthie, G. G. (1982) The respiratory metabolism of temperature-adapted flatfish at rest and during swimming activity and the use of anaerobic metabolism at moderate swimming speeds. Journal of Experimental Biology 97, 359-373. ",229.4,Mean,g,5,ËšC,3.78,NA
Microstomus kitt,Microstomus kitt,Pleuronectidae,Lemon sole,Sarah,Teleost,"Aberdeen, Scotland",126.02,Mean,4,mg O2 kg^-1 h^-1 ,"Duthie, G. G. (1982) The respiratory metabolism of temperature-adapted flatfish at rest and during swimming activity and the use of anaerobic metabolism at moderate swimming speeds. Journal of Experimental Biology 97, 359-373. ",248.7,Mean,g,10,ËšC,4.83,NA
Microstomus kitt,Microstomus kitt,Pleuronectidae,Lemon sole,Sarah,Teleost,"Aberdeen, Scotland",112.82,Mean,4,mg O2 kg^-1 h^-1 ,"Duthie, G. G. (1982) The respiratory metabolism of temperature-adapted flatfish at rest and during swimming activity and the use of anaerobic metabolism at moderate swimming speeds. Journal of Experimental Biology 97, 359-373. ",221.3,Mean,g,15,ËšC,3.18,NA
Negaprion brevirostris,Negaprion brevirostris,Carcharhinidae,Lemon shark,Sarah,Elasmo,"Cape Eleuthera, The Bahamas",242.83,Mean,NA,mg O2 kg^-1 h^-1,"Bouyoucos, I. A., Montgomery, D. W., Brownscombe, J. W., Cooke, S. J., Suski, C. D., Mandelman, J. W., & Brooks, E. J. (2017). Swimming speeds and metabolic rates of semi-captive juvenile lemon sharks (Negaprion brevirostris, Poey) estimated with acceleration biologgers.ÊJournal of Experimental Marine Biology and Ecology,Ê486, 245-254.",1.385,Mean,kg,29.7,ËšC,2.56,NA
Pleuronectes platessa,Pleuronectes platessa NS,Pleuronectidae,Plaice,Sarah,Teleost,"North Sea, off Aberdeen",74.64,Mean,3,mg O2 kg^-1 h^-1,"Priede, I. G., and Holliday, F. G. T. (1980) The us of a new tilting tunnel respirometer to investigate some aspects of metabolism and swimming activity of the plaice (Pleuronectes platessa L.). Journal of Experimental Biology 85, 295-309",288.63,Mean,g,5,ËšC,4.83,NA
Pleuronectes platessa,Pleuronectes platessa NS,Pleuronectidae,Plaice,Sarah,Teleost,"North Sea, off Aberdeen",116.24,Mean,3,mg O2 kg^-1 h^-1,"Priede, I. G., and Holliday, F. G. T. (1980) The us of a new tilting tunnel respirometer to investigate some aspects of metabolism and swimming activity of the plaice (Pleuronectes platessa L.). Journal of Experimental Biology 85, 295-309",383.03,Mean,g,10,ËšC,4.66,NA
Pleuronectes platessa,Pleuronectes platessa NS,Pleuronectidae,Plaice,Sarah,Teleost,"North Sea, off Aberdeen",129.09,Mean,5,mg O2 kg^-1 h^-1,"Priede, I. G., and Holliday, F. G. T. (1980) The us of a new tilting tunnel respirometer to investigate some aspects of metabolism and swimming activity of the plaice (Pleuronectes platessa L.). Journal of Experimental Biology 85, 295-309",281.16,Mean,g,15,ËšC,3.54,NA
Scyliorhinus canicula,Scyliorhinus canicula,Scyliorhinidae,Spotted catshark,Sarah,Elasmo,"Kristineberg, Sweden",2.275,Raw,1,mg O2 kg^-1 min^-1,"Green, L., & Jutfelt, F. (2014). Elevated carbon dioxide alters the plasma composition and behaviour of a shark.ÊBiology letters,Ê10(9), 20140538.",406.5,Raw,g,12.7,ËšC,3.89,NA
Scyliorhinus canicula,Scyliorhinus canicula,Scyliorhinidae,Spotted catshark,Sarah,Elasmo,"Kristineberg, Sweden",1.61,Raw,1,mg O2 kg^-1 min^-1,"Green, L., & Jutfelt, F. (2014). Elevated carbon dioxide alters the plasma composition and behaviour of a shark.ÊBiology letters,Ê10(9), 20140538.",607.5,Raw,g,12.7,ËšC,3.036,NA
Scyliorhinus canicula,Scyliorhinus canicula,Scyliorhinidae,Spotted catshark,Sarah,Elasmo,"Kristineberg, Sweden",2.491,Raw,1,mg O2 kg^-1 min^-1,"Green, L., & Jutfelt, F. (2014). Elevated carbon dioxide alters the plasma composition and behaviour of a shark.ÊBiology letters,Ê10(9), 20140538.",401.5,Raw,g,12.7,ËšC,5.812,NA
Scyliorhinus canicula,Scyliorhinus canicula,Scyliorhinidae,Spotted catshark,Sarah,Elasmo,"Kristineberg, Sweden",2.348,Raw,1,mg O2 kg^-1 min^-1,"Green, L., & Jutfelt, F. (2014). Elevated carbon dioxide alters the plasma composition and behaviour of a shark.ÊBiology letters,Ê10(9), 20140538.",327.5,Raw,g,12.7,ËšC,3.691,NA
Scyliorhinus canicula,Scyliorhinus canicula,Scyliorhinidae,Spotted catshark,Sarah,Elasmo,"Kristineberg, Sweden",1.616,Raw,1,mg O2 kg^-1 min^-1,"Green, L., & Jutfelt, F. (2014). Elevated carbon dioxide alters the plasma composition and behaviour of a shark.ÊBiology letters,Ê10(9), 20140538.",137.5,Raw,g,12.7,ËšC,4.28,NA
Scyliorhinus canicula,Scyliorhinus canicula,Scyliorhinidae,Spotted catshark,Sarah,Elasmo,"Kristineberg, Sweden",1.821,Raw,1,mg O2 kg^-1 min^-1,"Green, L., & Jutfelt, F. (2014). Elevated carbon dioxide alters the plasma composition and behaviour of a shark.ÊBiology letters,Ê10(9), 20140538.",254,Raw,g,12.7,ËšC,2.801,NA
Trachurus trachurus,Trachurus trachurus NEATL,Carangidae,Atlantic horse mackerel,Sarah,Teleost,Northwest Shetland,419.02,Mean,56,mg O2 kg^-1 h^-1 ,"Wardle, C. S., Soofiani, N. M., O'Neill, F. G., Glass, C. W., & Johnstone, A. D. F. (1996). Measurements of aerobic metabolism of a school of horse mackerel at different swimming speeds.ÊJournal of fish biology,Ê49(5), 854-862.",359.6,Mean,g,12.1,ËšC,11.65,NA
Sphyrna lewini,Sphyrna lewini,Sphyrnidae,Scalloped hammerhead,Sarah,Elasmo,Kaneohe Bay (21Â°26.1'N; 157Â°46.8'W) ,312,Mean,9,mg O2 kg^-1 h^-1,"Lowe, C. G. (2001). Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology 139, 447-453. ",690.1,Mean,g,26,ËšC,2.65,NA
Melanogrammus aeglefinus,Melanogrammus aeglefinus,Gadidae,Haddock,Sarah,Teleost,"Somewhere around Scotland, UK",259,Raw,1,mg O2 kg^-1 h^-1 ,"Tytler, P. (1969). Relationship between oxygen consumption and swimming speed in the haddock, Melanogrammus aeglefinus.ÊNature,Ê221(5177), 274-275.",155.9,Mean,g,10,ËšC,6.08,NA
Melanogrammus aeglefinus,Melanogrammus aeglefinus,Gadidae,Haddock,Sarah,Teleost,"Somewhere around Scotland, UK",169,Raw,1,mg O2 kg^-1 h^-1 ,"Tytler, P. (1969). Relationship between oxygen consumption and swimming speed in the haddock, Melanogrammus aeglefinus.ÊNature,Ê221(5177), 274-275.",155.9,Mean,g,10,ËšC,3.7,NA
Melanogrammus aeglefinus,Melanogrammus aeglefinus,Gadidae,Haddock,Sarah,Teleost,"Somewhere around Scotland, UK",266,Raw,1,mg O2 kg^-1 h^-1 ,"Tytler, P. (1969). Relationship between oxygen consumption and swimming speed in the haddock, Melanogrammus aeglefinus.ÊNature,Ê221(5177), 274-275.",155.9,Mean,g,10,ËšC,8.8,NA
Melanogrammus aeglefinus,Melanogrammus aeglefinus,Gadidae,Haddock,Sarah,Teleost,"Somewhere around Scotland, UK",235,Raw,1,mg O2 kg^-1 h^-1 ,"Tytler, P. (1969). Relationship between oxygen consumption and swimming speed in the haddock, Melanogrammus aeglefinus.ÊNature,Ê221(5177), 274-275.",155.9,Mean,g,10,ËšC,6.875,NA
Melanogrammus aeglefinus,Melanogrammus aeglefinus,Gadidae,Haddock,Sarah,Teleost,"Somewhere around Scotland, UK",201,Raw,1,mg O2 kg^-1 h^-1 ,"Tytler, P. (1969). Relationship between oxygen consumption and swimming speed in the haddock, Melanogrammus aeglefinus.ÊNature,Ê221(5177), 274-275.",155.9,Mean,g,10,ËšC,4.14,NA
Morone saxatilis,Morone saxatilis NWATL,Moronidae,Striped bass,Sarah,Teleost,Cheasapeake Bay,209,Mean,16,mg O2 kg^-0.82 h^-1,"Lapointe, D., Vogelbein, W. K., Fabrizio, M. C., Gauthier, D. T., & Brill, R. W. (2014). Temperature, hypoxia, and mycobacteriosis: effects on adult striped bass Morone saxatilis metabolic performance.ÊDiseases of aquatic organisms,Ê108(2), 113-127.",1.3,Mean,kg,20,ËšC,3.79,NA
Morone saxatilis,Morone saxatilis NWATL,Moronidae,Striped bass,Sarah,Teleost,Cheasapeake Bay,246,Mean,16,mg O2 kg^-0.82 h^-1,"Lapointe, D., Vogelbein, W. K., Fabrizio, M. C., Gauthier, D. T., & Brill, R. W. (2014). Temperature, hypoxia, and mycobacteriosis: effects on adult striped bass Morone saxatilis metabolic performance.ÊDiseases of aquatic organisms,Ê108(2), 113-127.",1.3,Mean,kg,28,ËšC,2.78,NA
Squalus suckleyi,Squalus suckleyi,Squalidae,Spiny dogfish,Sarah,Elasmo,"Northumberland Channel, BC",56,Mean,5,mg O2 kg^-1 h^-1,"Brett, J. R. and Blackburn, J. M. (1978). Metabolic rate and energy expenditure of the spiny dogfish, Squalus acanthias. J. Fish. Res. Board Can. 35, 816-821.",1.854,Mean,kg,10,ËšC,2.73,NA
Isurus oxyrinchus,Isurus oxyrinchus NEP,Lamnidae,Mako shark,Sarah,Elasmo,"Southern California, USA ",417,Raw,NA,mg O2 kg^-1 h^-1 ,"Sepulveda, C. A., Graham, J. B., & Bernal, D. (2007). Aerobic metabolic rates of swimming juvenile mako sharks, Isurus oxyrinchus.ÊMarine Biology,Ê152, 1087-1094.",4.9,Raw,kg,19.5,ËšC,4.36,NA
Mycteroperca microlepis,Mycteroperca microlepis,Serranidae,Gag grouper,Sarah,Teleost,Eastern Gulf of Mexico,148.22,Mean,13,mg O2 kg^-0.718 h^-1,"Kline, R. J. (2004).ÊMETABOLIC RATE OF THE GAG GROUPERÊ(Doctoral dissertation, University of Florida).",1.9,Mean,kg,15,ËšC,4.18,NA
Mycteroperca microlepis,Mycteroperca microlepis,Serranidae,Gag grouper,Sarah,Teleost,Eastern Gulf of Mexico,223.06,Mean,13,mg O2 kg^-0.718 h^-1,"Kline, R. J. (2004).ÊMETABOLIC RATE OF THE GAG GROUPERÊ(Doctoral dissertation, University of Florida).",1.798,Mean,kg,22,ËšC,4.77,NA
Mycteroperca microlepis,Mycteroperca microlepis,Serranidae,Gag grouper,Sarah,Teleost,Eastern Gulf of Mexico,334.43,Mean,13,mg O2 kg^-0.718 h^-1,"Kline, R. J. (2004).ÊMETABOLIC RATE OF THE GAG GROUPERÊ(Doctoral dissertation, University of Florida).",1.943,Mean,kg,30,ËšC,4.5,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",33.62,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",0.203,,kg,18,ËšC,5.1,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",78.12,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",0.493,,kg,18,ËšC,4.6,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",134.08,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",0.893,,kg,18,ËšC,4.43,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",665.05,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",3.55,,kg,18,ËšC,4.71,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",491.27,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",2.46,,kg,18,ËšC,6.16,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",632.19,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",2.46,,kg,18,ËšC,8.48,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",574.46,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",3.02,,kg,18,ËšC,5.9,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",113.98,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",0.738,,kg,18,ËšC,4.45,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",150.43,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",0.715,,kg,18,ËšC,5.75,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",65.46,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",0.439,,kg,18,ËšC,3.52,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",112.76,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",0.697,,kg,18,ËšC,5.98,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",1105.57,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",4.44,,kg,18,ËšC,6.13,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",562.03,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",2.3,,kg,18,ËšC,7.85,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",358.01,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",1.7,,kg,18,ËšC,6.99,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",779.73,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",3.82,,kg,18,ËšC,7.29,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",290.83,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",1.62,,kg,18,ËšC,6.07,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",945.43,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",3.54,,kg,18,ËšC,5.72,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",5.79,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",0.0387,,kg,18,ËšC,4.2,NA
Heterodontus francisci,Heterodontus francisci,Heterodontidae,Horn shark,Sarah,Elasmo,"La Jolla, California",9.27,Raw,1,mg O2 h^-1,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",0.059,,kg,18,ËšC,4.37,NA
Dicentrarchus labrax,Dicentrarchus labrax,Moronidae,European bass,Sarah,Teleost,"Ã®le de RÃ© (Charente Maritime, France)",441.1,Mean,6,mg O2 kg^-1 h^-1 ,"Chatelier, A., McKenzie, D. J., Prinet, A., Galois, R., Robin, J., Zambonino, J., & Claireaux, G. (2006). Associations between tissue fatty acid composition and physiological traits of performance and metabolism in the seabass (Dicentrarchus labrax).ÊJournal of Experimental Biology,Ê209(17), 3429-3439.",200,Mean,g,20,ËšC,6.28,NA
Dicentrarchus labrax,Dicentrarchus labrax,Moronidae,European bass,Sarah,Teleost,"Ã®le de RÃ© (Charente Maritime, France)",283,Mean,19,mg O2 kg^-1 h^-1 ,"Chatelier, A., McKenzie, D. J., & Claireaux, G. (2005). Effects of changes in water salinity upon exercise and cardiac performance in the European seabass (Dicentrarchus labrax).ÊMarine Biology,Ê147(4), 855-862.",514,Mean,g,14,ËšC,6.05,NA
Triakis semifasciata,Triakis semifasciata,Triakidae,Leopard shark,Sarah,Elasmo,,62,Mean,NA,mg O2 kg^-1 h^-1,"Scharold, J., Lai, N. C., Lowell, W. R., & Graham, J. B. (1989). Metabolic rate, heart rate, and tailbeat frequency during sustained swimming in the leopard shark Triakis semifasciata.ÊExperimental biology,Ê48(4), 223-230.",4,Mean,kg,16,ËšC,1.59047619,NA
Engraulis ringens,Engraulis ringens,Engraulidae,Peruvian anchovetta,Sarah,Teleost,,62.669,Mean,NA,cal g^-1 day^-1,"Villavicencio, R. (1981). Investigaci—n preliminar de los requerimientos energŽticos de anchoveta adulta (metabolismo est‡ndar y actividad).",12.6,Mean,g,14,ËšC,8.62,NA
Engraulis ringens,Engraulis ringens,Engraulidae,Peruvian anchovetta,Sarah,Teleost,,68.969,Mean,NA,cal g^-1 day^-1,"Villavicencio, R. (1981). Investigaci—n preliminar de los requerimientos energŽticos de anchoveta adulta (metabolismo est‡ndar y actividad).",12.6,Mean,g,15,ËšC,8.63,NA
Engraulis ringens,Engraulis ringens,Engraulidae,Peruvian anchovetta,Sarah,Teleost,,75.911,Mean,NA,cal g^-1 day^-1,"Villavicencio, R. (1981). Investigaci—n preliminar de los requerimientos energŽticos de anchoveta adulta (metabolismo est‡ndar y actividad).",12.6,Mean,g,16,ËšC,8.63,NA
Engraulis ringens,Engraulis ringens,Engraulidae,Peruvian anchovetta,Sarah,Teleost,,83.55,Mean,NA,cal g^-1 day^-1,"Villavicencio, R. (1981). Investigaci—n preliminar de los requerimientos energŽticos de anchoveta adulta (metabolismo est‡ndar y actividad).",12.6,Mean,g,17,ËšC,8.62,NA
Engraulis ringens,Engraulis ringens,Engraulidae,Peruvian anchovetta,Sarah,Teleost,,91.959,Mean,NA,cal g^-1 day^-1,"Villavicencio, R. (1981). Investigaci—n preliminar de los requerimientos energŽticos de anchoveta adulta (metabolismo est‡ndar y actividad).",12.6,Mean,g,18,ËšC,8.62,NA
Engraulis ringens,Engraulis ringens,Engraulidae,Peruvian anchovetta,Sarah,Teleost,,101.218,Mean,NA,cal g^-1 day^-1,"Villavicencio, R. (1981). Investigaci—n preliminar de los requerimientos energŽticos de anchoveta adulta (metabolismo est‡ndar y actividad).",12.6,Mean,g,19,ËšC,8.62,NA
Engraulis ringens,Engraulis ringens,Engraulidae,Peruvian anchovetta,Sarah,Teleost,,111.398,Mean,NA,cal g^-1 day^-1,"Villavicencio, R. (1981). Investigaci—n preliminar de los requerimientos energŽticos de anchoveta adulta (metabolismo est‡ndar y actividad).",12.6,Mean,g,20,ËšC,8.63,NA
Sardinops sagax,Sardinops sagax,Clupeidae,Pacific sardine,Sarah,Teleost,,55.81,Mean,NA,cal g^-1 day^-1,"Villavicencio, Z., Lazo, F., & Contreras, G. (1981). Estudio del metabolismo estandar, requerimiento total de energia y actividad en juveniles de sardina (Sardinops sagax).",3.2,Mean,g,14,ËšC,18.07,NA
Sardinops sagax,Sardinops sagax,Clupeidae,Pacific sardine,Sarah,Teleost,,63.99,Mean,NA,cal g^-1 day^-1,"Villavicencio, Z., Lazo, F., & Contreras, G. (1981). Estudio del metabolismo estandar, requerimiento total de energia y actividad en juveniles de sardina (Sardinops sagax).",3.2,Mean,g,15,ËšC,17.02,NA
Sardinops sagax,Sardinops sagax,Clupeidae,Pacific sardine,Sarah,Teleost,,73.36,Mean,NA,cal g^-1 day^-1,"Villavicencio, Z., Lazo, F., & Contreras, G. (1981). Estudio del metabolismo estandar, requerimiento total de energia y actividad en juveniles de sardina (Sardinops sagax).",3.2,Mean,g,16,ËšC,17.02,NA
Sardinops sagax,Sardinops sagax,Clupeidae,Pacific sardine,Sarah,Teleost,,84.11,Mean,NA,cal g^-1 day^-1,"Villavicencio, Z., Lazo, F., & Contreras, G. (1981). Estudio del metabolismo estandar, requerimiento total de energia y actividad en juveniles de sardina (Sardinops sagax).",3.2,Mean,g,17,ËšC,18.02,NA
Sardinops sagax,Sardinops sagax,Clupeidae,Pacific sardine,Sarah,Teleost,,96.43,Mean,NA,cal g^-1 day^-1,"Villavicencio, Z., Lazo, F., & Contreras, G. (1981). Estudio del metabolismo estandar, requerimiento total de energia y actividad en juveniles de sardina (Sardinops sagax).",3.2,Mean,g,18,ËšC,17.02,NA
Sardinops sagax,Sardinops sagax,Clupeidae,Pacific sardine,Sarah,Teleost,,110.55,Mean,NA,cal g^-1 day^-1,"Villavicencio, Z., Lazo, F., & Contreras, G. (1981). Estudio del metabolismo estandar, requerimiento total de energia y actividad en juveniles de sardina (Sardinops sagax).",3.2,Mean,g,19,ËšC,18.02,NA
Sardinops sagax,Sardinops sagax,Clupeidae,Pacific sardine,Sarah,Teleost,,126.75,Mean,NA,cal g^-1 day^-1,"Villavicencio, Z., Lazo, F., & Contreras, G. (1981). Estudio del metabolismo estandar, requerimiento total de energia y actividad en juveniles de sardina (Sardinops sagax).",3.2,Mean,g,20,ËšC,18.02,NA
Micropogonias undulatus,Micropogonias undulatus,Sciaenidae,Atlantic croaker,Sarah,Teleost,Virginia,755.9,Mean,15,mg O2 kg^-1 h^-1,"Horodysky, A. Z., Brill, R. W., Bushnell, P. G., Musick, J. A., and Latour, R. J. (2011) Comparative metabolic rates of common western North Atlantic Ocean sciaenid fishes. Journal of Fish Biology 79, 235-255",274,Mean,g,25,ËšC,7.5,NA
Pomatomus saltatrix,Pomatomus saltatrix,Pomatomidae,Bluefish,Sarah,Teleost,"Mid-Atlantic waters, USA",114.62,Mean,NA,mg O2 h^-1,"Freadman, M. A. (1981). Swimming energetics of striped bass (Morone saxatilis) and bluefish (Pomatomus saltatrix): hydrodynamic correlates of locomotion and gill ventilation.ÊJournal of Experimental Biology,Ê90(1), 253-265.",219,Mean,g,15,ËšC,4.39,NA
Scophthalmus maximus,Scophthalmus maximus,Scophthalmidae,Turbot,Sarah,Teleost,"Farm in Noirmoutier Island, France",176,Mean,NA,mg O2 kg^-1 h^-1,"Mallekh, R.&LagardÃ¨re, J. P. (2002). Effect of temperature and dissolved oxygen concentration on the metabolic rate of the turbot and the relationship between metabolic scope and feeding demand. Journal of Fish Biology 60, 1105â€“1115. doi: 10.1006/jfbi.2002.1918",450,Mean,g,18,ËšC,5.19,NA
